Surname,Region
კორიფაძე,იმერეთი
კორტი,იმერეთი
კორშია,იმერეთი
კურცხალაშვილი,იმერეთი
კურცხალია,იმერეთი
კუსიანი,იმერეთი
კუტალაძე,იმერეთი
კუტალეიშვილი,იმერეთი
კუხიანიძე,იმერეთი
კუტივაძე,იმერეთი
კუჭავა,იმერეთი
კუჭაიძე,იმერეთი
კუჭაშვილი,იმერეთი
კუჭუხიძე,იმერეთი
კუხალაშვილი,იმერეთი
კუხალეიშვილი,იმერეთი
კუხელაშვილი,იმერეთი
კუპატაძე,იმერეთი
კუპრაშვილი,იმერეთი
კუპრაძე,იმერეთი
კუპრეიშვილი,იმერეთი
კრავეიშვილი,იმერეთი
კრაველიძე,იმერეთი
კრავიშვილი,იმერეთი
კრიპუჭაძე,იმერეთი
კროჭი,იმერეთი
კუბლაშვილი,იმერეთი
კუდრნაძე,იმერეთი
კუკულავა,იმერეთი
კუნჭულია,იმერეთი
კუპატაშვილი,იმერეთი
კურტანიძე,იმერეთი
კორძაია,იმერეთი
კორძაძე,იმერეთი
კოსტავა,იმერეთი
კოტაძე,იმერეთი
კოტეშაიძე,იმერეთი
კოტია,იმერეთი
კოტიშაძე,იმერეთი
კოღოშვილი,იმერეთი
კოღუაშვილი,იმერეთი
კოჩაძე,იმერეთი
კოჩივარე,იმერეთი
კოხოძე,იმერეთი
კოხრეიძე,იმერეთი
კოხრელიძე,იმერეთი
კლატეიშვილი,იმერეთი
კლაჯეიშვილი,იმერეთი
კლდიაშვილი,იმერეთი
კობახიძე,იმერეთი
კობერიძე,იმერეთი
კობეშავიძე,იმერეთი
კობზირიძე,იმერეთი
კობიაშვილი,იმერეთი
კობრავა,იმერეთი
კოვზირიძე,იმერეთი
კირთაძე,იმერეთი
კირკიტაძე,იმერეთი
კისკეიძე,იმერეთი
კიტია,იმერეთი
კიწავა,იმერეთი
კიწმარიშვილი,იმერეთი
ლაბაძე,იმერეთი
ლაითაძე,იმერეთი
ლაბუჩიძე,იმერეთი
ლაგაძე,იმერეთი
ლაზარიშვილი,იმერეთი
ლაზაროვი,იმერეთი
ლალიაშვილი,იმერეთი
ლანჩავა,იმერეთი
ლაპარტყავა,იმერეთი
ლარაძე,იმერეთი
ლასხიშვილი,იმერეთი
ლაფერაძე,იმერეთი
ლაღაძე,იმერეთი
ლაღიძე,იმერეთი
ლაღუნდარიძე,იმერეთი
ლაშქარაძე,იმერეთი
ლაშხი,იმერეთი
ლაჩატიძე,იმერეთი
ლაჩიტაძე,იმერეთი
ლაჩუტაძე,იმერეთი
ლაცაბიძე,იმერეთი
ლაჭყეპიანი,იმერეთი
ლევიძე,იმერეთი
ლეკვეიშვილი,იმერეთი
ლეკვიაშვილი,იმერეთი
ლელაძე,იმერეთი
ლეჟავა,იმერეთი
ლექვთაძე,იმერეთი
ლექვინაძე,იმერეთი
ლექუთაძე,იმერეთი
ლეშკაშელი,იმერეთი
ლეშკაშვილი,იმერეთი
ლეჩხუმელი,იმერეთი
ლიკლიკაძე,იმერეთი
ლილოაშვილი,იმერეთი
ლილუაშვილი,იმერეთი
ლილუაძე,იმერეთი
ლიონიძე,იმერეთი
ლიპარტეიშვილი,იმერეთი
ლიპარცეიშვილი,იმერეთი
ლობიაძე,იმერეთი
ლოლაძე,იმერეთი
ლოლომაძე,იმერეთი
ლომაურიძე,იმერეთი
ლომაძე,იმერეთი
ლომთაძე,იმერეთი
